origin_state_ut,destination_group_code,destination_group_name,home_state_signature_weight,current_city_lifestyle_weight,national_modern_weight,overlay_meal_classes,planning_rule
Jharkhand,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Jharkhand,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Jharkhand,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Jharkhand,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Jharkhand,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Jharkhand,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Jharkhand,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Karnataka,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Karnataka,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Karnataka,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Karnataka,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Karnataka,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Karnataka,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Karnataka,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Karnataka,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Karnataka,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Kerala,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Kerala,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Kerala,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Kerala,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Kerala,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Kerala,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Kerala,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Kerala,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Kerala,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Madhya Pradesh,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Madhya Pradesh,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Madhya Pradesh,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Madhya Pradesh,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Madhya Pradesh,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Madhya Pradesh,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Madhya Pradesh,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Madhya Pradesh,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Madhya Pradesh,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Maharashtra,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Maharashtra,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Maharashtra,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Maharashtra,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Maharashtra,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Maharashtra,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Maharashtra,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Maharashtra,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Maharashtra,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Manipur,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Manipur,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Manipur,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Manipur,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Manipur,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Manipur,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Manipur,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Manipur,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Manipur,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Meghalaya,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Meghalaya,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Meghalaya,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Meghalaya,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Meghalaya,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Meghalaya,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Meghalaya,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Meghalaya,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Meghalaya,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Mizoram,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Mizoram,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Mizoram,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Mizoram,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Mizoram,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Mizoram,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Mizoram,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Mizoram,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Mizoram,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Nagaland,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Nagaland,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Nagaland,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Nagaland,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Nagaland,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Nagaland,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Nagaland,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Nagaland,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Nagaland,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Odisha,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Odisha,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Odisha,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Odisha,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
