deferred_dish_name,source_file,reason,reference_count,recommended_future_action
Eromba with fish,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fafda chutney no garlic,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Farsan,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fermented soya veg meal,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish curry rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,3,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish curry rice if eaten,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish dalma side,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish fry dal bhaat,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish fry pakhala,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish fry rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish fry snack,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish pakhala,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish rawa fry,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish stew,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish stew if eaten,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish stew vegetables,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish thali,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish thali outside,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish tikka,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish tikka salad,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fried rice from leftover rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fruit bowl,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,3,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fruit curd,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,4,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fruit curd bowl,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fruit nuts,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fruit only,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Gahat dal rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Garlic bread meal,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Gawar phali,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ghee rice kurma,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ghugni chura,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Goat curry rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Gond ladoo milk,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Gongura pachadi rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Greek curd bowl,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Grilled chicken salad,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Guava chaat,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Gujarati dal rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Gujarati festival thali,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Hakka noodles snack,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Handvo kadhi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Handvo no onion garlic,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Herbal tea nuts,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Hyderabadi bagara rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Hyderabadi veg biryani,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Idli bites,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Idli podi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Idli sambar soft,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Idli vada sambar,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ilish bhapa,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Iromba veg,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jain dal rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jain kadhi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jain moong sabzi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jain paneer curry,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jain poha,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jain pulao,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jain upma,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jam bread,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jeera rice dal,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jowar bhakri chutney,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jowar bhakri pitla,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jowar chilla,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jowar puffs,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jowar roti sabzi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jowar roti zunka,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kachaloo,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kachori sabzi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kachori snack,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kadai paneer gravy,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kadai vegetable,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kadala curry veg plate,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kaddu sabzi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kadhi chawal,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kadhi khichdi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kala chana curry,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kanchipuram idli,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kanda batata rassa,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kanika dalma,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kappa puzhukku,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Karimeen fry,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kashmiri dum aloo,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kathal biryani,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Katla kalia,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kebab roll,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kebab snack,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kebabs with roti,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Keema paratha meal,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Keema pav,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Keema pulao,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Keema roti,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Khakhra bites,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Khari biscuit,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Khichdi cooker,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Khichdi curd,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Khichdi from dal rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Khichdi kadhi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
