cohort_id,state_ut,city_tier,main_cohort_id,sub_cohort_label,household_stage,cook_dependency,time_pressure,nonveg_mode,weekday_breakfast_class_mix,weekday_lunch_class_mix,weekday_snack_class_mix,weekday_dinner_class_mix,weekend_breakfast_class_mix,weekend_lunch_class_mix,weekend_snack_class_mix,weekend_dinner_class_mix
S17_T2_P16,Mizoram,Tier2_Urban,MC4,bp_heart_conscious,health condition,self/cook,medium,health_veg_or_default,BF_STEAMED_FERMENTED_LIGHT|BF_OATS_MUESLI_FIT|BF_DIABETIC_LOW_GI|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_BREAD_MODERN_FAST|BF_POHA_CHIVDA_LIGHT,LD_GOURD_PUMPKIN_LIGHT|LD_MODERN_SALAD_BOWL|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_RICE_COMFORT|LD_DAL_ROTI_SABZI,SN_FRUIT_CHAAT|SN_ROASTED_CHANA_NUTS|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_LIGHT_DAL_RICE|DN_LOW_CARB_DINNER|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|DN_KHICHDI_SOUP|DN_LIGHT_ROTI_SABZI,BF_STEAMED_FERMENTED_LIGHT|BF_OATS_MUESLI_FIT|BF_DIABETIC_LOW_GI|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_BREAD_MODERN_FAST|BF_POHA_CHIVDA_LIGHT,LD_GOURD_PUMPKIN_LIGHT|LD_MODERN_SALAD_BOWL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI,SN_FRUIT_CHAAT|SN_ROASTED_CHANA_NUTS|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_LIGHT_DAL_RICE|DN_LOW_CARB_DINNER|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|LD_NORTHEAST_VEG_STEAMED|DN_LIGHT_ROTI_SABZI
S17_T2_P17,Mizoram,Tier2_Urban,MC5,weight_loss_calorie_conscious,health/fitness,self/cook,high,health_veg_or_default,BF_OATS_MUESLI_FIT|BF_SPROUTS_FRUIT_CURD|BF_CHILLA_PROTEIN|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_STEAMED_FERMENTED_LIGHT|BF_POHA_CHIVDA_LIGHT,LD_MODERN_SALAD_BOWL|LD_LOW_CARB_PROTEIN_PLATE|LD_HIGH_PROTEIN_VEG_PLATE|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_RICE_COMFORT|LD_DAL_ROTI_SABZI,SN_HEALTHY_PROTEIN_SNACK|SN_FRUIT_CHAAT|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_LOW_CARB_DINNER|DN_GRILLED_TIKKA_BOWL|DN_LIGHT_DAL_RICE|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|DN_KHICHDI_SOUP|DN_LIGHT_ROTI_SABZI,BF_OATS_MUESLI_FIT|BF_SPROUTS_FRUIT_CURD|BF_CHILLA_PROTEIN|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_STEAMED_FERMENTED_LIGHT|BF_POHA_CHIVDA_LIGHT,LD_MODERN_SALAD_BOWL|LD_LOW_CARB_PROTEIN_PLATE|LD_HIGH_PROTEIN_VEG_PLATE|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI,SN_HEALTHY_PROTEIN_SNACK|SN_FRUIT_CHAAT|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_LOW_CARB_DINNER|DN_GRILLED_TIKKA_BOWL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|DN_LIGHT_DAL_RICE|DN_LIGHT_ROTI_SABZI
S17_T2_P18,Mizoram,Tier2_Urban,MC5,gym_high_protein,fitness,self/cook,medium,protein_nonveg,BF_EGG_FAST|BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_STEAMED_FERMENTED_LIGHT|BF_POHA_CHIVDA_LIGHT,LD_LOW_CARB_PROTEIN_PLATE|LD_CHICKEN_HOME_CURRY|LD_EGG_CURRY_BHURJI|LD_HIGH_PROTEIN_VEG_PLATE|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI,SN_EGG_SNACK|SN_HEALTHY_PROTEIN_SNACK|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_GRILLED_TIKKA_BOWL|DN_NONVEG_HOME_DINNER|DN_LIGHT_DAL_RICE|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|DN_KHICHDI_SOUP|DN_LIGHT_ROTI_SABZI,BF_EGG_FAST|BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_STEAMED_FERMENTED_LIGHT|BF_POHA_CHIVDA_LIGHT,LD_LOW_CARB_PROTEIN_PLATE|LD_CHICKEN_HOME_CURRY|LD_EGG_CURRY_BHURJI|LD_HIGH_PROTEIN_VEG_PLATE|LD_NORTHEAST_SMOKED_PORK_MEAT|LD_WEEKEND_SPECIAL_REGIONAL|LD_DAL_ROTI_SABZI,SN_EGG_SNACK|SN_HEALTHY_PROTEIN_SNACK|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_GRILLED_TIKKA_BOWL|DN_NONVEG_HOME_DINNER|LD_NORTHEAST_SMOKED_PORK_MEAT|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|DN_LIGHT_ROTI_SABZI
S17_T2_P19,Mizoram,Tier2_Urban,MC5,vegetarian_protein,veg health,self/cook,medium,veg_only,BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_DIABETIC_LOW_GI|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_STEAMED_FERMENTED_LIGHT|BF_POHA_CHIVDA_LIGHT,LD_HIGH_PROTEIN_VEG_PLATE|LD_SOY_TOFU_PROTEIN|LD_RAJMA_CHOLE_LEGUME|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_RICE_COMFORT|LD_DAL_ROTI_SABZI,SN_ROASTED_CHANA_NUTS|SN_HEALTHY_PROTEIN_SNACK|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_LOW_CARB_DINNER|DN_LIGHT_DAL_RICE|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|DN_KHICHDI_SOUP|DN_LIGHT_ROTI_SABZI,BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_DIABETIC_LOW_GI|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_STEAMED_FERMENTED_LIGHT|BF_POHA_CHIVDA_LIGHT,LD_HIGH_PROTEIN_VEG_PLATE|LD_SOY_TOFU_PROTEIN|LD_RAJMA_CHOLE_LEGUME|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI,SN_ROASTED_CHANA_NUTS|SN_HEALTHY_PROTEIN_SNACK|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_LOW_CARB_DINNER|DN_LIGHT_DAL_RICE|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|LD_NORTHEAST_VEG_STEAMED|DN_LIGHT_ROTI_SABZI
S17_T2_P20,Mizoram,Tier2_Urban,MC5,strict_jain,jain family,home cook,medium,jain,BF_JAIN_BREAKFAST|BF_SPROUTS_FRUIT_CURD|BF_RICE_LEFTOVER_BREAKFAST|BF_STEAMED_FERMENTED_LIGHT|BF_BREAD_MODERN_FAST|BF_POHA_CHIVDA_LIGHT,LD_JAIN_NO_ROOT_MAIN|LD_GUJARATI_THALI|LD_LIGHT_KHICHDI|LD_NORTHEAST_VEG_STEAMED|LD_DAL_RICE_COMFORT|LD_SIMPLE_GREEN_VEG_SABZI|LD_DAL_ROTI_SABZI,SN_STEAMED_SNACK|SN_FRUIT_CHAAT|SN_TEA_BISCUIT_RUSK|SN_NAMKEEN_CHIVDA|SN_ROASTED_CHANA_NUTS,DN_FASTING_DINNER|DN_LIGHT_DAL_RICE|LD_NORTHEAST_VEG_STEAMED|DN_KHICHDI_SOUP|DN_LIGHT_ROTI_SABZI,BF_JAIN_BREAKFAST|BF_SPROUTS_FRUIT_CURD|BF_RICE_LEFTOVER_BREAKFAST|BF_STEAMED_FERMENTED_LIGHT|BF_BREAD_MODERN_FAST|BF_POHA_CHIVDA_LIGHT,LD_JAIN_NO_ROOT_MAIN|LD_GUJARATI_THALI|LD_LIGHT_KHICHDI|LD_NORTHEAST_VEG_STEAMED|LD_DAL_RICE_COMFORT|LD_SIMPLE_GREEN_VEG_SABZI|LD_DAL_ROTI_SABZI,SN_STEAMED_SNACK|SN_FRUIT_CHAAT|SN_TEA_BISCUIT_RUSK|SN_NAMKEEN_CHIVDA|SN_ROASTED_CHANA_NUTS,DN_FASTING_DINNER|DN_LIGHT_DAL_RICE|LD_NORTHEAST_VEG_STEAMED|DN_KHICHDI_SOUP|DN_LIGHT_ROTI_SABZI
S17_T2_P21,Mizoram,Tier2_Urban,MC5,fasting_ritual,religious/ritual,home cook,medium,veg_default,BF_FASTING_PHALAHARI|BF_JAIN_BREAKFAST|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_STEAMED_FERMENTED_LIGHT|BF_BREAD_MODERN_FAST|BF_POHA_CHIVDA_LIGHT,LD_FASTING_MAIN|LD_LIGHT_KHICHDI|LD_DAL_RICE_COMFORT|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|LD_SIMPLE_GREEN_VEG_SABZI|LD_DAL_ROTI_SABZI,SN_FASTING_SNACK|SN_FRUIT_CHAAT|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_FASTING_DINNER|DN_KHICHDI_SOUP|DN_LIGHT_DAL_RICE|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|DN_LIGHT_ROTI_SABZI,BF_FASTING_PHALAHARI|BF_JAIN_BREAKFAST|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_STEAMED_FERMENTED_LIGHT|BF_BREAD_MODERN_FAST|BF_POHA_CHIVDA_LIGHT,LD_FASTING_MAIN|LD_LIGHT_KHICHDI|LD_DAL_RICE_COMFORT|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI,SN_FASTING_SNACK|SN_FRUIT_CHAAT|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_FASTING_DINNER|DN_KHICHDI_SOUP|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|DN_LIGHT_DAL_RICE|DN_LIGHT_ROTI_SABZI
S17_T2_P22,Mizoram,Tier2_Urban,MC5,cook_assisted_skilled,family with cook,skilled cook,low,default,BF_STUFFED_FLATBREAD|BF_FERMENTED_CREPE_PAN|BF_FRIED_FESTIVE|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_EGG_FAST|BF_POHA_CHIVDA_LIGHT,LD_DAL_ROTI_SABZI|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_RICE_COMFORT,SN_FRIED_PAKORA_SAMOSA|SN_STREET_CHAAT|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_WEEKEND_INDULGENCE|DN_LIGHT_DAL_RICE|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|DN_NONVEG_HOME_DINNER|DN_LIGHT_ROTI_SABZI,BF_STUFFED_FLATBREAD|BF_FERMENTED_CREPE_PAN|BF_FRIED_FESTIVE|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_EGG_FAST|BF_POHA_CHIVDA_LIGHT,LD_DAL_ROTI_SABZI|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_NORTHEAST_SMOKED_PORK_MEAT|LD_HIMALAYAN_THUKPA_MOMO|LD_NORTHEAST_VEG_STEAMED,SN_FRIED_PAKORA_SAMOSA|SN_STREET_CHAAT|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_WEEKEND_INDULGENCE|LD_NORTHEAST_SMOKED_PORK_MEAT|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|DN_LIGHT_ROTI_SABZI
S17_T2_P23,Mizoram,Tier2_Urban,MC5,cook_needs_instruction,working family with cook,cook needs instruction,medium,default,BF_POHA_CHIVDA_LIGHT|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_EGG_FAST,LD_SIMPLE_GREEN_VEG_SABZI|LD_DAL_ROTI_SABZI|LD_ONE_POT_PRESSURE|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_RICE_COMFORT,SN_TEA_BISCUIT_RUSK|SN_LEFTOVER_ROLL|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_STEAMED_SNACK|SN_NONVEG_SNACK,DN_LIGHT_ROTI_SABZI|DN_LEFTOVER_THALI|DN_LIGHT_DAL_RICE|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|DN_NONVEG_HOME_DINNER,BF_POHA_CHIVDA_LIGHT|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_EGG_FAST,LD_SIMPLE_GREEN_VEG_SABZI|LD_DAL_ROTI_SABZI|LD_ONE_POT_PRESSURE|LD_NORTHEAST_SMOKED_PORK_MEAT|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI,SN_TEA_BISCUIT_RUSK|SN_LEFTOVER_ROLL|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_STEAMED_SNACK|SN_NONVEG_SNACK,DN_LIGHT_ROTI_SABZI|DN_LEFTOVER_THALI|LD_NORTHEAST_SMOKED_PORK_MEAT|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO
S17_T2_P24,Mizoram,Tier2_Urban,MC5,working_woman_managing_cook,working family,cook + owner supervision,very high,default,BF_POHA_CHIVDA_LIGHT|BF_CHILLA_PROTEIN|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_EGG_FAST,LD_DAL_ROTI_SABZI|LD_SIMPLE_GREEN_VEG_SABZI|LD_LEFTOVER_REUSE|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_RICE_COMFORT,SN_ROASTED_CHANA_NUTS|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_ONE_POT_DINNER|DN_LIGHT_ROTI_SABZI|DN_LIGHT_DAL_RICE|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|DN_NONVEG_HOME_DINNER,BF_POHA_CHIVDA_LIGHT|BF_CHILLA_PROTEIN|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_EGG_FAST,LD_DAL_ROTI_SABZI|LD_SIMPLE_GREEN_VEG_SABZI|LD_LEFTOVER_REUSE|LD_NORTHEAST_SMOKED_PORK_MEAT|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI,SN_ROASTED_CHANA_NUTS|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_ONE_POT_DINNER|DN_LIGHT_ROTI_SABZI|LD_NORTHEAST_SMOKED_PORK_MEAT|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO
S17_T2_P25,Mizoram,Tier2_Urban,MC5,maid_dependent_batch_cook,busy household,maid/helper/low cook,very high,default,BF_BREAD_MODERN_FAST|BF_POHA_CHIVDA_LIGHT|BF_UPMA_DALIA_SEVAI|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_EGG_FAST,LD_LEFTOVER_REUSE|LD_ONE_POT_PRESSURE|LD_DAL_RICE_COMFORT|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|LD_SIMPLE_GREEN_VEG_SABZI|LD_DAL_ROTI_SABZI,SN_LEFTOVER_ROLL|SN_NAMKEEN_CHIVDA|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_LEFTOVER_THALI|DN_ONE_POT_DINNER|DN_LIGHT_DAL_RICE|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|DN_NONVEG_HOME_DINNER|DN_LIGHT_ROTI_SABZI,BF_BREAD_MODERN_FAST|BF_POHA_CHIVDA_LIGHT|BF_UPMA_DALIA_SEVAI|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_EGG_FAST,LD_LEFTOVER_REUSE|LD_ONE_POT_PRESSURE|LD_DAL_RICE_COMFORT|LD_NORTHEAST_SMOKED_PORK_MEAT|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_DAL_ROTI_SABZI,SN_LEFTOVER_ROLL|SN_NAMKEEN_CHIVDA|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_LEFTOVER_THALI|DN_ONE_POT_DINNER|LD_NORTHEAST_SMOKED_PORK_MEAT|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|DN_LIGHT_ROTI_SABZI
S17_T2_P26,Mizoram,Tier2_Urban,MC3,budget_family,family,self/cook,medium,budget_default,BF_POHA_CHIVDA_LIGHT|BF_PLAIN_FLATBREAD_SUBZI|BF_UPMA_DALIA_SEVAI|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_STEAMED_FERMENTED_LIGHT,LD_DAL_ROTI_SABZI|LD_SIMPLE_GREEN_VEG_SABZI|LD_LIGHT_KHICHDI|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_RICE_COMFORT,SN_TEA_BISCUIT_RUSK|SN_ROASTED_CHANA_NUTS|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,DN_LIGHT_DAL_RICE|DN_LIGHT_ROTI_SABZI|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|DN_KHICHDI_SOUP,BF_POHA_CHIVDA_LIGHT|BF_PLAIN_FLATBREAD_SUBZI|BF_UPMA_DALIA_SEVAI|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_STEAMED_FERMENTED_LIGHT,LD_DAL_ROTI_SABZI|LD_SIMPLE_GREEN_VEG_SABZI|LD_LIGHT_KHICHDI|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO,SN_TEA_BISCUIT_RUSK|SN_ROASTED_CHANA_NUTS|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,DN_LIGHT_DAL_RICE|DN_LIGHT_ROTI_SABZI|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|LD_NORTHEAST_VEG_STEAMED
S17_T2_P27,Mizoram,Tier2_Urban,MC5,premium_experimental_foodie,couple/family,self/cook/delivery,low,default,BF_OUTSIDE_CAFE_BRUNCH|BF_FERMENTED_CREPE_PAN|BF_FRIED_FESTIVE|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_EGG_FAST|BF_POHA_CHIVDA_LIGHT,LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_OUTSIDE_DELIVERY_INDIAN|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_RICE_COMFORT|LD_DAL_ROTI_SABZI,SN_BAKERY_CAFE|SN_STREET_CHAAT|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_WEEKEND_INDULGENCE|DN_LIGHT_DAL_RICE|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|DN_NONVEG_HOME_DINNER|DN_LIGHT_ROTI_SABZI,BF_OUTSIDE_CAFE_BRUNCH|BF_FERMENTED_CREPE_PAN|BF_FRIED_FESTIVE|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_EGG_FAST|BF_POHA_CHIVDA_LIGHT,LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_OUTSIDE_DELIVERY_INDIAN|LD_NORTHEAST_SMOKED_PORK_MEAT|LD_HIMALAYAN_THUKPA_MOMO|LD_NORTHEAST_VEG_STEAMED|LD_DAL_ROTI_SABZI,SN_BAKERY_CAFE|SN_STREET_CHAAT|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_WEEKEND_INDULGENCE|LD_NORTHEAST_SMOKED_PORK_MEAT|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|DN_LIGHT_ROTI_SABZI
S17_T2_P28,Mizoram,Tier2_Urban,MC1,migrant_adult_home_state,migrant,self/cook/delivery,medium,default,BF_POHA_CHIVDA_LIGHT|BF_STUFFED_FLATBREAD|BF_FERMENTED_CREPE_PAN|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_EGG_FAST,LD_DAL_ROTI_SABZI|LD_WEEKEND_SPECIAL_REGIONAL|LD_OUTSIDE_DELIVERY_INDIAN|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_RICE_COMFORT,SN_STREET_CHAAT|SN_NAMKEEN_CHIVDA|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_LIGHT_ROTI_SABZI|DN_LIGHT_DAL_RICE|LD_NORTHEAST_VEG_STEAMED|LD_HIMALAYAN_THUKPA_MOMO|DN_NONVEG_HOME_DINNER,BF_POHA_CHIVDA_LIGHT|BF_STUFFED_FLATBREAD|BF_FERMENTED_CREPE_PAN|BF_REGIONAL_NORTHEAST|BF_RICE_LEFTOVER_BREAKFAST|BF_EGG_FAST,LD_DAL_ROTI_SABZI|LD_WEEKEND_SPECIAL_REGIONAL|LD_OUTSIDE_DELIVERY_INDIAN|LD_NORTHEAST_SMOKED_PORK_MEAT|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO,SN_STREET_CHAAT|SN_NAMKEEN_CHIVDA|SN_NORTHEAST_SNACK|SN_MOMO_NOODLES_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK,DN_LIGHT_ROTI_SABZI|LD_NORTHEAST_SMOKED_PORK_MEAT|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO
