meal_class_code,dish_name,diet_type,slot_group
LD_COCONUT_VEG_STEW,Kootu curry,veg,Lunch/Dinner
LD_COCONUT_VEG_STEW,Coconut veg kurma,veg,Lunch/Dinner
LD_COCONUT_VEG_STEW,Kadala curry veg plate,veg,Lunch/Dinner
LD_COCONUT_VEG_STEW,Moilee veg,veg,Lunch/Dinner
LD_COCONUT_VEG_STEW,Tendli coconut curry,veg,Lunch/Dinner
LD_ODIA_DALMA_PAKHALA,Dalma rice,veg,Lunch/Dinner
LD_ODIA_DALMA_PAKHALA,Pakhala bhata,veg,Lunch/Dinner
LD_ODIA_DALMA_PAKHALA,Santula,veg,Lunch/Dinner
LD_ODIA_DALMA_PAKHALA,Aloo bharta pakhala,veg,Lunch/Dinner
LD_ODIA_DALMA_PAKHALA,Badi chura,veg,Lunch/Dinner
LD_ODIA_DALMA_PAKHALA,Besara curry,veg,Lunch/Dinner
LD_ODIA_DALMA_PAKHALA,Saga bhaja,veg,Lunch/Dinner
LD_ODIA_DALMA_PAKHALA,Kanika dalma,veg,Lunch/Dinner
LD_BENGALI_VEG_DAL_BHAAT,Moong dal bhaat,veg,Lunch/Dinner
LD_BENGALI_VEG_DAL_BHAAT,Shukto,veg,Lunch/Dinner
LD_BENGALI_VEG_DAL_BHAAT,Aloo posto,veg,Lunch/Dinner
LD_BENGALI_VEG_DAL_BHAAT,Chorchori,veg,Lunch/Dinner
LD_BENGALI_VEG_DAL_BHAAT,Lau ghonto,veg,Lunch/Dinner
LD_BENGALI_VEG_DAL_BHAAT,Begun bhaja dal,veg,Lunch/Dinner
LD_BENGALI_VEG_DAL_BHAAT,Dhokar dalna,veg,Lunch/Dinner
LD_BENGALI_VEG_DAL_BHAAT,Labra,veg,Lunch/Dinner
LD_GUJARATI_THALI,Dal dhokli,veg,Lunch/Dinner
LD_GUJARATI_THALI,Gujarati dal rice,veg,Lunch/Dinner
LD_GUJARATI_THALI,Undhiyu roti,veg,Lunch/Dinner
LD_GUJARATI_THALI,Sev tameta,veg,Lunch/Dinner
LD_GUJARATI_THALI,Kadhi khichdi,veg,Lunch/Dinner
LD_GUJARATI_THALI,Methi thepla shaak,veg,Lunch/Dinner
LD_GUJARATI_THALI,Ringan batata shaak,veg,Lunch/Dinner
LD_GUJARATI_THALI,Handvo kadhi,veg,Lunch/Dinner
LD_RAJASTHANI_DAL_BAATI,Dal baati churma,veg,Lunch/Dinner
LD_RAJASTHANI_DAL_BAATI,Gatte ki sabzi,veg,Lunch/Dinner
LD_RAJASTHANI_DAL_BAATI,Ker sangri,veg,Lunch/Dinner
LD_RAJASTHANI_DAL_BAATI,Panchmel dal,veg,Lunch/Dinner
LD_RAJASTHANI_DAL_BAATI,Papad ki sabzi,veg,Lunch/Dinner
LD_RAJASTHANI_DAL_BAATI,Bajra roti lehsun chutney,veg,Lunch/Dinner
LD_RAJASTHANI_DAL_BAATI,Mangodi sabzi,veg,Lunch/Dinner
LD_RAJASTHANI_DAL_BAATI,Raabdi bajra,veg,Lunch/Dinner
LD_PUNJABI_RICH_VEG,Sarson saag makki roti,veg,Lunch/Dinner
LD_PUNJABI_RICH_VEG,Chole kulche,veg,Lunch/Dinner
LD_PUNJABI_RICH_VEG,Rajma chawal,veg,Lunch/Dinner
LD_PUNJABI_RICH_VEG,Kadhi chawal,veg,Lunch/Dinner
LD_PUNJABI_RICH_VEG,Paneer makhani,veg,Lunch/Dinner
LD_PUNJABI_RICH_VEG,Dal makhani,veg,Lunch/Dinner
LD_PUNJABI_RICH_VEG,Amritsari aloo kulcha,veg,Lunch/Dinner
LD_PUNJABI_RICH_VEG,Maa chole di dal,veg,Lunch/Dinner
LD_MAHARASHTRIAN_PITLA_BHAKRI,Pitla bhakri,veg,Lunch/Dinner
LD_MAHARASHTRIAN_PITLA_BHAKRI,Zunka bhakri,veg,Lunch/Dinner
LD_MAHARASHTRIAN_PITLA_BHAKRI,Varan bhaat,veg,Lunch/Dinner
LD_MAHARASHTRIAN_PITLA_BHAKRI,Matki usal,veg,Lunch/Dinner
LD_MAHARASHTRIAN_PITLA_BHAKRI,Bharli vangi,veg,Lunch/Dinner
LD_MAHARASHTRIAN_PITLA_BHAKRI,Pithla rice,veg,Lunch/Dinner
LD_MAHARASHTRIAN_PITLA_BHAKRI,Masale bhaat,veg,Lunch/Dinner
LD_MAHARASHTRIAN_PITLA_BHAKRI,Kanda batata rassa,veg,Lunch/Dinner
LD_BIHAR_LITTI_SATTU,Litti chokha,veg,Lunch/Dinner
LD_BIHAR_LITTI_SATTU,Sattu paratha curd,veg,Lunch/Dinner
LD_BIHAR_LITTI_SATTU,Dal pitha,veg,Lunch/Dinner
LD_BIHAR_LITTI_SATTU,Chana ghugni rice,veg,Lunch/Dinner
LD_BIHAR_LITTI_SATTU,Aloo chokha roti,veg,Lunch/Dinner
LD_BIHAR_LITTI_SATTU,Bihari kadhi bari,veg,Lunch/Dinner
LD_BIHAR_LITTI_SATTU,Badi sabzi,veg,Lunch/Dinner
LD_BIHAR_LITTI_SATTU,Sattu roti platter,veg,Lunch/Dinner
LD_NORTHEAST_VEG_STEAMED,Rice with lai patta,veg,Lunch/Dinner
LD_NORTHEAST_VEG_STEAMED,Bamboo shoot veg curry,veg,Lunch/Dinner
LD_NORTHEAST_VEG_STEAMED,Iromba veg,veg,Lunch/Dinner
LD_NORTHEAST_VEG_STEAMED,Axone veg rice,veg,Lunch/Dinner
LD_NORTHEAST_VEG_STEAMED,Boiled greens rice,veg,Lunch/Dinner
LD_NORTHEAST_VEG_STEAMED,Chak-hao veg meal,veg,Lunch/Dinner
LD_NORTHEAST_VEG_STEAMED,Pumpkin leaves curry,veg,Lunch/Dinner
LD_NORTHEAST_VEG_STEAMED,Fermented soya veg meal,veg,Lunch/Dinner
LD_HIMALAYAN_THUKPA_MOMO,Vegetable thukpa,mixed,Lunch/Dinner
LD_HIMALAYAN_THUKPA_MOMO,Veg momos,mixed,Lunch/Dinner
LD_HIMALAYAN_THUKPA_MOMO,Siddu dal,mixed,Lunch/Dinner
LD_HIMALAYAN_THUKPA_MOMO,Tingmo curry,mixed,Lunch/Dinner
LD_HIMALAYAN_THUKPA_MOMO,Thenthuk,mixed,Lunch/Dinner
LD_HIMALAYAN_THUKPA_MOMO,Buckwheat roti curry,mixed,Lunch/Dinner
LD_HIMALAYAN_THUKPA_MOMO,Chana madra rice,mixed,Lunch/Dinner
LD_HIMALAYAN_THUKPA_MOMO,Gahat dal rice,mixed,Lunch/Dinner
LD_MODERN_SALAD_BOWL,Paneer salad bowl,veg,Lunch/Dinner
LD_MODERN_SALAD_BOWL,Chana quinoa bowl,veg,Lunch/Dinner
LD_MODERN_SALAD_BOWL,Millet salad,veg,Lunch/Dinner
LD_MODERN_SALAD_BOWL,Burrito bowl veg,veg,Lunch/Dinner
LD_MODERN_SALAD_BOWL,Curd rice bowl modern,veg,Lunch/Dinner
LD_MODERN_SALAD_BOWL,Sprouts paneer bowl,veg,Lunch/Dinner
LD_MODERN_SALAD_BOWL,Tofu salad,veg,Lunch/Dinner
LD_MODERN_SALAD_BOWL,Rajma salad bowl,veg,Lunch/Dinner
LD_LOW_CARB_PROTEIN_PLATE,Paneer stir fry salad,mixed,Lunch/Dinner
LD_LOW_CARB_PROTEIN_PLATE,Chicken salad bowl,mixed,Lunch/Dinner
LD_LOW_CARB_PROTEIN_PLATE,Egg paneer plate,mixed,Lunch/Dinner
LD_LOW_CARB_PROTEIN_PLATE,Tofu veg plate,mixed,Lunch/Dinner
LD_LOW_CARB_PROTEIN_PLATE,Sprouts paneer salad,mixed,Lunch/Dinner
LD_LOW_CARB_PROTEIN_PLATE,Fish tikka salad,mixed,Lunch/Dinner
LD_LOW_CARB_PROTEIN_PLATE,Soya stir fry,mixed,Lunch/Dinner
LD_LOW_CARB_PROTEIN_PLATE,Dal soup with salad,mixed,Lunch/Dinner
LD_HIGH_PROTEIN_VEG_PLATE,Paneer dal roti,veg,Lunch/Dinner
LD_HIGH_PROTEIN_VEG_PLATE,Soya chunk curry rice,veg,Lunch/Dinner
LD_HIGH_PROTEIN_VEG_PLATE,Sprouts kadhi plate,veg,Lunch/Dinner
LD_HIGH_PROTEIN_VEG_PLATE,Chana paneer salad,veg,Lunch/Dinner
LD_HIGH_PROTEIN_VEG_PLATE,Tofu palak roti,veg,Lunch/Dinner
LD_HIGH_PROTEIN_VEG_PLATE,Rajma paneer bowl,veg,Lunch/Dinner
LD_HIGH_PROTEIN_VEG_PLATE,Moong chilla meal,veg,Lunch/Dinner
LD_HIGH_PROTEIN_VEG_PLATE,Curd chana rice,veg,Lunch/Dinner
LD_CHILD_MILD_PLATE,Dal rice ghee,veg,Lunch/Dinner
LD_CHILD_MILD_PLATE,Roti paneer bhurji,veg,Lunch/Dinner
LD_CHILD_MILD_PLATE,Mild pulao,veg,Lunch/Dinner
LD_CHILD_MILD_PLATE,Curd rice,veg,Lunch/Dinner
LD_CHILD_MILD_PLATE,Mini paratha curd,veg,Lunch/Dinner
LD_CHILD_MILD_PLATE,Soft khichdi,veg,Lunch/Dinner
LD_CHILD_MILD_PLATE,Mild pasta veg,veg,Lunch/Dinner
LD_CHILD_MILD_PLATE,Dahi aloo rice,veg,Lunch/Dinner
LD_ELDERLY_SOFT_DIGESTIVE,Moong khichdi,veg,Lunch/Dinner
LD_ELDERLY_SOFT_DIGESTIVE,Soft dalia,veg,Lunch/Dinner
LD_ELDERLY_SOFT_DIGESTIVE,Lauki dal rice,veg,Lunch/Dinner
LD_ELDERLY_SOFT_DIGESTIVE,Curd rice,veg,Lunch/Dinner
LD_ELDERLY_SOFT_DIGESTIVE,Vegetable soup dal,veg,Lunch/Dinner
LD_ELDERLY_SOFT_DIGESTIVE,Soft phulka dal,veg,Lunch/Dinner
LD_ELDERLY_SOFT_DIGESTIVE,Palak dal rice,veg,Lunch/Dinner
LD_ELDERLY_SOFT_DIGESTIVE,Idli sambar soft,veg,Lunch/Dinner
LD_JAIN_NO_ROOT_MAIN,Jain dal rice,veg,Lunch/Dinner
LD_JAIN_NO_ROOT_MAIN,Jain paneer curry,veg,Lunch/Dinner
LD_JAIN_NO_ROOT_MAIN,Jain moong sabzi,veg,Lunch/Dinner
LD_JAIN_NO_ROOT_MAIN,Raw banana shaak,veg,Lunch/Dinner
LD_JAIN_NO_ROOT_MAIN,Lauki no onion garlic,veg,Lunch/Dinner
LD_JAIN_NO_ROOT_MAIN,Jain kadhi,veg,Lunch/Dinner
LD_JAIN_NO_ROOT_MAIN,Jain pulao,veg,Lunch/Dinner
LD_JAIN_NO_ROOT_MAIN,Papad mangodi shaak,veg,Lunch/Dinner
LD_FASTING_MAIN,Sabudana khichdi,veg,Lunch/Dinner
LD_FASTING_MAIN,Kuttu puri aloo,veg,Lunch/Dinner
LD_FASTING_MAIN,Samak rice khichdi,veg,Lunch/Dinner
LD_FASTING_MAIN,Rajgira paratha,veg,Lunch/Dinner
LD_FASTING_MAIN,Makhana curry,veg,Lunch/Dinner
LD_FASTING_MAIN,Peanut potato curry,veg,Lunch/Dinner
LD_FASTING_MAIN,Singhara roti,veg,Lunch/Dinner
LD_FASTING_MAIN,Vrat kadhi,veg,Lunch/Dinner
LD_LEFTOVER_REUSE,Dal paratha,veg,Lunch/Dinner
LD_LEFTOVER_REUSE,Fried rice from leftover rice,veg,Lunch/Dinner
LD_LEFTOVER_REUSE,Roti upma,veg,Lunch/Dinner
LD_LEFTOVER_REUSE,Sabzi sandwich,veg,Lunch/Dinner
LD_LEFTOVER_REUSE,Dal dhokli quick,veg,Lunch/Dinner
LD_LEFTOVER_REUSE,Khichdi tikki,veg,Lunch/Dinner
LD_LEFTOVER_REUSE,Curd rice from rice,veg,Lunch/Dinner
LD_LEFTOVER_REUSE,Chapati roll,veg,Lunch/Dinner
LD_ONE_POT_PRESSURE,Veg pulao cooker,mixed,Lunch/Dinner
LD_ONE_POT_PRESSURE,Khichdi cooker,mixed,Lunch/Dinner
LD_ONE_POT_PRESSURE,Chicken pulao cooker,mixed,Lunch/Dinner
LD_ONE_POT_PRESSURE,Dal dhokli one-pot,mixed,Lunch/Dinner
LD_ONE_POT_PRESSURE,Sambar rice one-pot,mixed,Lunch/Dinner
LD_ONE_POT_PRESSURE,Tehri,mixed,Lunch/Dinner
LD_ONE_POT_PRESSURE,Egg rice one-pot,mixed,Lunch/Dinner
LD_ONE_POT_PRESSURE,Millet khichdi cooker,mixed,Lunch/Dinner
LD_OUTSIDE_DELIVERY_INDIAN,Dal makhani naan,mixed,Lunch/Dinner
LD_OUTSIDE_DELIVERY_INDIAN,Paneer tikka masala,mixed,Lunch/Dinner
LD_OUTSIDE_DELIVERY_INDIAN,Butter chicken,mixed,Lunch/Dinner
LD_OUTSIDE_DELIVERY_INDIAN,Biryani delivery,mixed,Lunch/Dinner
LD_OUTSIDE_DELIVERY_INDIAN,Chole kulche,mixed,Lunch/Dinner
LD_OUTSIDE_DELIVERY_INDIAN,South Indian meals,mixed,Lunch/Dinner
LD_OUTSIDE_DELIVERY_INDIAN,Thali delivery,mixed,Lunch/Dinner
LD_OUTSIDE_DELIVERY_INDIAN,Rolls and wraps,mixed,Lunch/Dinner
LD_INDO_CHINESE_MEAL,Veg fried rice,mixed,Lunch/Dinner
LD_INDO_CHINESE_MEAL,Veg noodles,mixed,Lunch/Dinner
LD_INDO_CHINESE_MEAL,Gobi manchurian,mixed,Lunch/Dinner
LD_INDO_CHINESE_MEAL,Paneer chilli,mixed,Lunch/Dinner
LD_INDO_CHINESE_MEAL,Chicken fried rice,mixed,Lunch/Dinner
LD_INDO_CHINESE_MEAL,Chicken noodles,mixed,Lunch/Dinner
LD_INDO_CHINESE_MEAL,Schezwan rice,mixed,Lunch/Dinner
LD_INDO_CHINESE_MEAL,Hakka noodles,mixed,Lunch/Dinner
LD_PASTA_PIZZA_MODERN,White sauce pasta,mixed,Lunch/Dinner
LD_PASTA_PIZZA_MODERN,Red sauce pasta,mixed,Lunch/Dinner
LD_PASTA_PIZZA_MODERN,Veg pizza,mixed,Lunch/Dinner
LD_PASTA_PIZZA_MODERN,Paneer pizza,mixed,Lunch/Dinner
LD_PASTA_PIZZA_MODERN,Chicken pasta,mixed,Lunch/Dinner
LD_PASTA_PIZZA_MODERN,Macaroni,mixed,Lunch/Dinner
LD_PASTA_PIZZA_MODERN,Pesto pasta,mixed,Lunch/Dinner
LD_PASTA_PIZZA_MODERN,Garlic bread meal,mixed,Lunch/Dinner
LD_FESTIVE_THALI,Puran poli thali,mixed,Lunch/Dinner
LD_FESTIVE_THALI,Onam sadya,mixed,Lunch/Dinner
LD_FESTIVE_THALI,North Indian thali,mixed,Lunch/Dinner
LD_FESTIVE_THALI,Bengali pujo bhog,mixed,Lunch/Dinner
LD_FESTIVE_THALI,Gujarati festival thali,mixed,Lunch/Dinner
LD_FESTIVE_THALI,Rajasthani thali,mixed,Lunch/Dinner
LD_FESTIVE_THALI,Eid biryani platter,mixed,Lunch/Dinner
LD_FESTIVE_THALI,Pongal festival meal,mixed,Lunch/Dinner
LD_WEEKEND_SPECIAL_REGIONAL,Dal bafla,mixed,Lunch/Dinner
LD_WEEKEND_SPECIAL_REGIONAL,Misal pav meal,mixed,Lunch/Dinner
LD_WEEKEND_SPECIAL_REGIONAL,Bisi bele bath,mixed,Lunch/Dinner
LD_WEEKEND_SPECIAL_REGIONAL,Hyderabadi bagara rice,mixed,Lunch/Dinner
LD_WEEKEND_SPECIAL_REGIONAL,Kashmiri dum aloo,mixed,Lunch/Dinner
LD_WEEKEND_SPECIAL_REGIONAL,Chaman qaliya,mixed,Lunch/Dinner
LD_WEEKEND_SPECIAL_REGIONAL,Bamboo shoot curry,mixed,Lunch/Dinner
LD_WEEKEND_SPECIAL_REGIONAL,Chak-hao meal,mixed,Lunch/Dinner
LD_TEEN_HIGH_CALORIE,Rajma rice extra curd,mixed,Lunch/Dinner
LD_TEEN_HIGH_CALORIE,Paratha paneer,mixed,Lunch/Dinner
LD_TEEN_HIGH_CALORIE,Chicken rice bowl,mixed,Lunch/Dinner
LD_TEEN_HIGH_CALORIE,Pulao raita,mixed,Lunch/Dinner
LD_TEEN_HIGH_CALORIE,Chole rice,mixed,Lunch/Dinner
LD_TEEN_HIGH_CALORIE,Paneer roll meal,mixed,Lunch/Dinner
LD_TEEN_HIGH_CALORIE,Egg curry rice,mixed,Lunch/Dinner
LD_TEEN_HIGH_CALORIE,Dal rice ghee,mixed,Lunch/Dinner
LD_PREGNANCY_BALANCED,Dal palak rice,mixed,Lunch/Dinner
LD_PREGNANCY_BALANCED,Paneer roti sabzi,mixed,Lunch/Dinner
LD_PREGNANCY_BALANCED,Egg curry rice if eaten,mixed,Lunch/Dinner
LD_PREGNANCY_BALANCED,Khichdi curd,mixed,Lunch/Dinner
LD_PREGNANCY_BALANCED,Chana salad roti,mixed,Lunch/Dinner
LD_PREGNANCY_BALANCED,Fish curry rice if eaten,mixed,Lunch/Dinner
LD_PREGNANCY_BALANCED,Dalia khichdi,mixed,Lunch/Dinner
LD_PREGNANCY_BALANCED,Sprouts dal plate,mixed,Lunch/Dinner
LD_LACTATION_POSTPARTUM,Moong dal khichdi,mixed,Lunch/Dinner
LD_LACTATION_POSTPARTUM,Dalia with ghee,mixed,Lunch/Dinner
LD_LACTATION_POSTPARTUM,Ajwain paratha curd,mixed,Lunch/Dinner
LD_LACTATION_POSTPARTUM,Lauki dal rice,mixed,Lunch/Dinner
LD_LACTATION_POSTPARTUM,Ragi mudde sambar,mixed,Lunch/Dinner
LD_LACTATION_POSTPARTUM,Methi dal roti,mixed,Lunch/Dinner
LD_LACTATION_POSTPARTUM,Chicken soup if eaten,mixed,Lunch/Dinner
LD_LACTATION_POSTPARTUM,Soft paneer dal,mixed,Lunch/Dinner
LD_RECOVERY_SOFT_PROTEIN,Moong dal soup,mixed,Lunch/Dinner
LD_RECOVERY_SOFT_PROTEIN,Chicken soup if eaten,mixed,Lunch/Dinner
LD_RECOVERY_SOFT_PROTEIN,Soft paneer bhurji,mixed,Lunch/Dinner
LD_RECOVERY_SOFT_PROTEIN,Curd rice,mixed,Lunch/Dinner
LD_RECOVERY_SOFT_PROTEIN,Palak dal,mixed,Lunch/Dinner
LD_RECOVERY_SOFT_PROTEIN,Egg drop soup if eaten,mixed,Lunch/Dinner
LD_RECOVERY_SOFT_PROTEIN,Dalia khichdi,mixed,Lunch/Dinner
LD_RECOVERY_SOFT_PROTEIN,Fish stew if eaten,mixed,Lunch/Dinner
LD_EGG_CURRY_BHURJI,Egg curry rice,egg,Lunch/Dinner
LD_EGG_CURRY_BHURJI,Egg bhurji roti,egg,Lunch/Dinner
LD_EGG_CURRY_BHURJI,Egg masala,egg,Lunch/Dinner
LD_EGG_CURRY_BHURJI,Anda ghotala,egg,Lunch/Dinner
LD_EGG_CURRY_BHURJI,Egg korma,egg,Lunch/Dinner
LD_EGG_CURRY_BHURJI,Egg pepper fry,egg,Lunch/Dinner
LD_EGG_CURRY_BHURJI,Egg tadka dal,egg,Lunch/Dinner
LD_EGG_CURRY_BHURJI,Egg paratha meal,egg,Lunch/Dinner
LD_EGG_RICE_MEAL,Egg fried rice,egg,Lunch/Dinner
LD_EGG_RICE_MEAL,Egg pulao,egg,Lunch/Dinner
LD_EGG_RICE_MEAL,Egg biryani,egg,Lunch/Dinner
LD_EGG_RICE_MEAL,Anda rice,egg,Lunch/Dinner
LD_EGG_RICE_MEAL,Egg tomato rice,egg,Lunch/Dinner
LD_EGG_RICE_MEAL,Egg khichdi,egg,Lunch/Dinner
LD_EGG_RICE_MEAL,Egg curry rice bowl,egg,Lunch/Dinner
LD_EGG_RICE_MEAL,Egg noodles,egg,Lunch/Dinner
LD_CHICKEN_HOME_CURRY,Chicken curry rice,nonveg,Lunch/Dinner
LD_CHICKEN_HOME_CURRY,Chicken masala roti,nonveg,Lunch/Dinner
LD_CHICKEN_HOME_CURRY,Kosha chicken,nonveg,Lunch/Dinner
LD_CHICKEN_HOME_CURRY,Andhra chicken curry,nonveg,Lunch/Dinner
LD_CHICKEN_HOME_CURRY,Chettinad chicken,nonveg,Lunch/Dinner
LD_CHICKEN_HOME_CURRY,Kori gassi,nonveg,Lunch/Dinner
LD_CHICKEN_HOME_CURRY,Chicken korma home,nonveg,Lunch/Dinner
LD_CHICKEN_HOME_CURRY,Chicken stew,nonveg,Lunch/Dinner
LD_CHICKEN_DRY_FRY,Chicken fry,nonveg,Lunch/Dinner
LD_CHICKEN_DRY_FRY,Chicken sukka,nonveg,Lunch/Dinner
LD_CHICKEN_DRY_FRY,Chicken roast,nonveg,Lunch/Dinner
LD_CHICKEN_DRY_FRY,Pepper chicken,nonveg,Lunch/Dinner
LD_CHICKEN_DRY_FRY,Chicken 65,nonveg,Lunch/Dinner
LD_CHICKEN_DRY_FRY,Tandoori chicken roti,nonveg,Lunch/Dinner
LD_CHICKEN_DRY_FRY,Chicken tikka plate,nonveg,Lunch/Dinner
LD_CHICKEN_DRY_FRY,Koliwada chicken,nonveg,Lunch/Dinner
LD_CHICKEN_BIRYANI_PULAO,Chicken biryani,nonveg,Lunch/Dinner
LD_CHICKEN_BIRYANI_PULAO,Hyderabadi chicken biryani,nonveg,Lunch/Dinner
LD_CHICKEN_BIRYANI_PULAO,Kolkata chicken biryani,nonveg,Lunch/Dinner
LD_CHICKEN_BIRYANI_PULAO,Chicken pulao,nonveg,Lunch/Dinner
LD_CHICKEN_BIRYANI_PULAO,Ambur biryani,nonveg,Lunch/Dinner
LD_CHICKEN_BIRYANI_PULAO,Thalassery chicken biryani,nonveg,Lunch/Dinner
LD_CHICKEN_BIRYANI_PULAO,Lucknowi chicken biryani,nonveg,Lunch/Dinner
LD_CHICKEN_BIRYANI_PULAO,Tehri chicken,nonveg,Lunch/Dinner
LD_MUTTON_SUNDAY_CURRY,Mutton curry,nonveg,Lunch/Dinner
LD_MUTTON_SUNDAY_CURRY,Rogan josh,nonveg,Lunch/Dinner
LD_MUTTON_SUNDAY_CURRY,Mutton kosha,nonveg,Lunch/Dinner
LD_MUTTON_SUNDAY_CURRY,Laal maas,nonveg,Lunch/Dinner
LD_MUTTON_SUNDAY_CURRY,Mutton sukka,nonveg,Lunch/Dinner
LD_MUTTON_SUNDAY_CURRY,Mutton biryani,nonveg,Lunch/Dinner
LD_MUTTON_SUNDAY_CURRY,Mutton yakhni,nonveg,Lunch/Dinner
LD_MUTTON_SUNDAY_CURRY,Goat curry rice,nonveg,Lunch/Dinner
LD_FISH_CURRY_RICE,Fish curry rice,nonveg,Lunch/Dinner
LD_FISH_CURRY_RICE,Meen curry rice,nonveg,Lunch/Dinner
LD_FISH_CURRY_RICE,Machher jhol,nonveg,Lunch/Dinner
LD_FISH_CURRY_RICE,Goan fish curry,nonveg,Lunch/Dinner
LD_FISH_CURRY_RICE,Assamese tenga fish,nonveg,Lunch/Dinner
LD_FISH_CURRY_RICE,Andhra fish pulusu,nonveg,Lunch/Dinner
LD_FISH_CURRY_RICE,Konkani fish curry,nonveg,Lunch/Dinner
LD_FISH_CURRY_RICE,Kerala fish curry,nonveg,Lunch/Dinner
LD_FISH_FRY_MEAL,Pomfret fry,nonveg,Lunch/Dinner
LD_FISH_FRY_MEAL,Surmai fry,nonveg,Lunch/Dinner
LD_FISH_FRY_MEAL,Bangda fry,nonveg,Lunch/Dinner
LD_FISH_FRY_MEAL,Rohu fry,nonveg,Lunch/Dinner
LD_FISH_FRY_MEAL,Bombil fry,nonveg,Lunch/Dinner
LD_FISH_FRY_MEAL,Nethili fry,nonveg,Lunch/Dinner
LD_FISH_FRY_MEAL,Karimeen fry,nonveg,Lunch/Dinner
LD_FISH_FRY_MEAL,Fish rawa fry,nonveg,Lunch/Dinner
LD_PRAWN_CRAB_COASTAL,Prawn curry,nonveg,Lunch/Dinner
LD_PRAWN_CRAB_COASTAL,Prawn fry,nonveg,Lunch/Dinner
LD_PRAWN_CRAB_COASTAL,Crab curry,nonveg,Lunch/Dinner
LD_PRAWN_CRAB_COASTAL,Prawn pulao,nonveg,Lunch/Dinner
LD_PRAWN_CRAB_COASTAL,Goan prawn curry,nonveg,Lunch/Dinner
LD_PRAWN_CRAB_COASTAL,Chemmeen curry,nonveg,Lunch/Dinner
LD_PRAWN_CRAB_COASTAL,Koliwada prawns,nonveg,Lunch/Dinner
LD_PRAWN_CRAB_COASTAL,Crab masala rice,nonveg,Lunch/Dinner
LD_KERALA_MEAT_STEW_ROAST,Chicken stew appam,nonveg,Lunch/Dinner
LD_KERALA_MEAT_STEW_ROAST,Beef roast community-specific,nonveg,Lunch/Dinner
LD_KERALA_MEAT_STEW_ROAST,Mutton stew,nonveg,Lunch/Dinner
LD_KERALA_MEAT_STEW_ROAST,Erachi curry,nonveg,Lunch/Dinner
LD_KERALA_MEAT_STEW_ROAST,Malabar chicken curry,nonveg,Lunch/Dinner
LD_KERALA_MEAT_STEW_ROAST,Duck roast,nonveg,Lunch/Dinner
LD_KERALA_MEAT_STEW_ROAST,Meat cutlet meal,nonveg,Lunch/Dinner
LD_KERALA_MEAT_STEW_ROAST,Chicken varutharachathu,nonveg,Lunch/Dinner
LD_BENGALI_FISH_MEAL,Rohu jhol,nonveg,Lunch/Dinner
LD_BENGALI_FISH_MEAL,Katla kalia,nonveg,Lunch/Dinner
LD_BENGALI_FISH_MEAL,Ilish bhapa,nonveg,Lunch/Dinner
LD_BENGALI_FISH_MEAL,Chingri malai curry,nonveg,Lunch/Dinner
LD_BENGALI_FISH_MEAL,Macher jhol,nonveg,Lunch/Dinner
LD_BENGALI_FISH_MEAL,Doi maach,nonveg,Lunch/Dinner
LD_BENGALI_FISH_MEAL,Pabda jhal,nonveg,Lunch/Dinner
LD_BENGALI_FISH_MEAL,Fish fry dal bhaat,nonveg,Lunch/Dinner
LD_ODIA_FISH_PAKHALA,Machha besara,nonveg,Lunch/Dinner
LD_ODIA_FISH_PAKHALA,Fish pakhala,nonveg,Lunch/Dinner
LD_ODIA_FISH_PAKHALA,Rohu curry rice,nonveg,Lunch/Dinner
LD_ODIA_FISH_PAKHALA,Chingudi jhola,nonveg,Lunch/Dinner
LD_ODIA_FISH_PAKHALA,Fish fry pakhala,nonveg,Lunch/Dinner
LD_ODIA_FISH_PAKHALA,Crab curry rice,nonveg,Lunch/Dinner
LD_ODIA_FISH_PAKHALA,Fish dalma side,nonveg,Lunch/Dinner
LD_ODIA_FISH_PAKHALA,Dry fish chutney rice,nonveg,Lunch/Dinner
LD_GOAN_XACUTI_CURRY,Goan fish curry,nonveg,Lunch/Dinner
LD_GOAN_XACUTI_CURRY,Chicken xacuti,nonveg,Lunch/Dinner
LD_GOAN_XACUTI_CURRY,Prawn balchao,nonveg,Lunch/Dinner
LD_GOAN_XACUTI_CURRY,Sorpotel community-specific,nonveg,Lunch/Dinner
LD_GOAN_XACUTI_CURRY,Pork vindaloo community-specific,nonveg,Lunch/Dinner
LD_GOAN_XACUTI_CURRY,Fish recheado,nonveg,Lunch/Dinner
LD_GOAN_XACUTI_CURRY,Crab xec xec,nonveg,Lunch/Dinner
LD_GOAN_XACUTI_CURRY,Ros omelette meal,nonveg,Lunch/Dinner
LD_NORTHEAST_SMOKED_PORK_MEAT,Smoked pork bamboo shoot,nonveg,Lunch/Dinner
LD_NORTHEAST_SMOKED_PORK_MEAT,Pork axone,nonveg,Lunch/Dinner
LD_NORTHEAST_SMOKED_PORK_MEAT,Eromba with fish,nonveg,Lunch/Dinner
LD_NORTHEAST_SMOKED_PORK_MEAT,Chicken bamboo shoot,nonveg,Lunch/Dinner
LD_NORTHEAST_SMOKED_PORK_MEAT,Pork rice meal,nonveg,Lunch/Dinner
LD_NORTHEAST_SMOKED_PORK_MEAT,Smoked meat stew,nonveg,Lunch/Dinner
